Id,Type,Term,Description,GE,Requirements,Department 
KINE 403,Lab,2204,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lab,2208,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lab,2212,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lab,2214,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lab,2218,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lab,2222,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lab,2224,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2184,Biomechanics,,Prerequisite: PHYS 121; KINE 301.,KINE
KINE 403,Lec,2188,Biomechanics,,Prerequisite: PHYS 121; KINE 301.,KINE
KINE 403,Lec,2192,Biomechanics,,Prerequisite: PHYS 121; KINE 301.,KINE
KINE 403,Lec,2194,Biomechanics,,Prerequisite: PHYS 121; KINE 301.,KINE
KINE 403,Lec,2198,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2202,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2204,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2208,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2212,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2214,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2218,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2222,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 403,Lec,2224,Biomechanics,,Prerequisite: KINE 301.,KINE
KINE 406,Lec,2184,Neuroanatomy,,"Prerequisite: BIO 231 and BIO 232; or ZOO 331 and ZOO 332, or BIO 361.",KINE
KINE 406,Lec,2194,Neuroanatomy,,"Prerequisite: BIO 231 and BIO 232; or ZOO 331 and ZOO 332, or BIO 361.",KINE
KINE 406,Lec,2204,Neuroanatomy,,"Prerequisite: BIO 231 and BIO 232; or ZOO 331 and ZOO 332, or BIO 361.",KINE
KINE 406,Lec,2214,Neuroanatomy,,"Prerequisite: BIO 231 and BIO 232; or ZOO 331 and ZOO 332, or BIO 361.",KINE
KINE 406,Lec,2224,Neuroanatomy,,"Prerequisite: BIO 231 and BIO 232; or ZOO 331 and ZOO 332, or BIO 361.",KINE
KINE 407,LAB,2182,Adapted Physical Activity,,Prerequisite: KINE 180 and completion of GE Areas B2 and GE B3. Sophomore level students only.,KINE
KINE 407,LEC,2182,Adapted Physical Activity,,Prerequisite: KINE 180 and completion of GE Areas B2 and GE B3. Sophomore level students only.,KINE
KINE 407,Lab,2184,Adapted Physical Activity,,Prerequisite: Completion of GE Areas B2 and GE B3 and Sophomore standing.,KINE
KINE 407,Lab,2188,Adapted Physical Activity,,Prerequisite: Completion of GE Areas B2 and GE B3 and Sophomore standing.,KINE
KINE 407,Lab,2192,Adapted Physical Activity,,Prerequisite: Completion of GE Areas B2 and GE B3 and Sophomore standing.,KINE
KINE 407,Lab,2194,Adapted Physical Activity,,Prerequisite: Completion of GE Areas B2 and GE B3 and Sophomore standing.,KINE
KINE 407,Lec,2184,Adapted Physical Activity,,Prerequisite: Completion of GE Areas B2 and GE B3 and Sophomore standing.,KINE
KINE 407,Lec,2188,Adapted Physical Activity,,Prerequisite: Completion of GE Areas B2 and GE B3 and Sophomore standing.,KINE
KINE 407,Lec,2192,Adapted Physical Activity,,Prerequisite: Completion of GE Areas B2 and GE B3 and Sophomore standing.,KINE
KINE 407,Lec,2194,Adapted Physical Activity,,Prerequisite: Completion of GE Areas B2 and GE B3 and Sophomore standing.,KINE
KINE 408,ACT,2182,Exercise and Health Gerontology,,"Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and one of the following: KINE 250, KINE 255, or KINE 260.",KINE
KINE 408,Act,2184,Exercise and Health Gerontology,,"Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and one of the following: KINE 250, KINE 255, or KINE 260.",KINE
KINE 408,Act,2192,Exercise and Health Gerontology,,"Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and one of the following: KINE 250, KINE 255, or KINE 260.",KINE
KINE 408,Act,2194,Exercise and Health Gerontology,,"Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and one of the following: KINE 250, KINE 255, or KINE 260.",KINE
KINE 408,LEC,2182,Exercise and Health Gerontology,,"Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and one of the following: KINE 250, KINE 255, or KINE 260.",KINE
KINE 408,Lec,2184,Exercise and Health Gerontology,,"Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and one of the following: KINE 250, KINE 255, or KINE 260.",KINE
KINE 408,Lec,2192,Exercise and Health Gerontology,,"Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and one of the following: KINE 250, KINE 255, or KINE 260.",KINE
KINE 408,Lec,2194,Exercise and Health Gerontology,,"Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and one of the following: KINE 250, KINE 255, or KINE 260.",KINE
KINE 408,Lec,2202,Exercise and Health Gerontology,,"Prerequisite: One of the following: KINE 250, KINE 255, or KINE 260; and KINE 304.",KINE
KINE 408,Lec,2204,Exercise and Health Gerontology,,"Prerequisite: One of the following: KINE 250, KINE 255, or KINE 260; and KINE 304.",KINE
KINE 408,Lec,2212,Exercise and Health Gerontology,,"Prerequisite: One of the following: KINE 250, KINE 255, or KINE 260; and KINE 304.",KINE
KINE 408,Lec,2214,Exercise and Health Gerontology,,"Prerequisite: One of the following: KINE 250, KINE 255, or KINE 260; and KINE 304.",KINE
KINE 408,Lec,2222,Exercise and Health Gerontology,,"Prerequisite: One of the following: KINE 250, KINE 255, or KINE 260; and KINE 304.",KINE
KINE 408,Lec,2224,Exercise and Health Gerontology,,"Prerequisite: One of the following: KINE 250, KINE 255, or KINE 260; and KINE 304.",KINE
KINE 409,Act,2194,Interdisciplinary Study in Biomechanics,,Prerequisite: KINE 403 or ME 326,KINE
KINE 409,Act,2204,Interdisciplinary Study in Biomechanics,,Prerequisite: BMED 410 & CE 207; or KINE 403 or ME 326,KINE
KINE 409,Act,2214,Interdisciplinary Study in Biomechanics,,Prerequisite: BMED 410 & CE 207; or KINE 403 or ME 326,KINE
KINE 409,Act,2224,Interdisciplinary Study in Biomechanics,,Prerequisite: BMED 410 & CE 207; or KINE 403 or ME 326,KINE
KINE 409,Lec,2194,Interdisciplinary Study in Biomechanics,,Prerequisite: KINE 403 or ME 326,KINE
KINE 409,Lec,2204,Interdisciplinary Study in Biomechanics,,Prerequisite: BMED 410 & CE 207; or KINE 403 or ME 326,KINE
KINE 409,Lec,2214,Interdisciplinary Study in Biomechanics,,Prerequisite: BMED 410 & CE 207; or KINE 403 or ME 326,KINE
KINE 409,Lec,2224,Interdisciplinary Study in Biomechanics,,Prerequisite: BMED 410 & CE 207; or KINE 403 or ME 326,KINE
KINE 412,Lec,2224,Physical Activity and Public Health,,Prerequisite: CRP 214 or HLTH 298 or KINE 319.,KINE
KINE 434,LAB,2182,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,LEC,2182,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,Lab,2184,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,Lab,2188,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,Lab,2192,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,Lab,2194,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,Lec,2184,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,Lec,2188,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,Lec,2192,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 434,Lec,2194,Health Promotion Program Planning,,Prerequisite: KINE 265; KINE 298; and KINE 266 or HLTH 334.,KINE
KINE 435,Lab,2184,Health Promotion Program Implementation and Evaluation,,Prerequisite: HLTH/KINE 320 and HLTH/KINE 434,KINE
KINE 435,Lab,2194,Health Promotion Program Implementation and Evaluation,,Prerequisite: HLTH/KINE 320 and HLTH/KINE 434,KINE
KINE 435,Lec,2184,Health Promotion Program Implementation and Evaluation,,Prerequisite: HLTH/KINE 320 and HLTH/KINE 434,KINE
KINE 435,Lec,2194,Health Promotion Program Implementation and Evaluation,,Prerequisite: HLTH/KINE 320 and HLTH/KINE 434,KINE
KINE 437,IND,2182,Directed Fieldwork,,Prerequisite: Senior standing required.,KINE
KINE 437,Ind,2184,Directed Fieldwork,,Prerequisite: Senior standing required.,KINE
KINE 437,Ind,2188,Directed Fieldwork,,Prerequisite: Senior standing required.,KINE
KINE 437,Ind,2192,Directed Fieldwork,,Prerequisite: Senior standing required.,KINE
KINE 437,Ind,2194,Directed Fieldwork,,Prerequisite: Senior standing required.,KINE
KINE 438,IND,2182,Adapted Physical Activity Fieldwork,,Prerequisite: KINE 407.,KINE
KINE 438,Ind,2192,Adapted Physical Activity Fieldwork,,Prerequisite: KINE 407.,KINE
KINE 438,Ind,2202,Adapted Physical Activity Fieldwork,,Prerequisite: KINE 307.,KINE
KINE 438,Ind,2204,Adapted Physical Activity Fieldwork,,Prerequisite: KINE 307.,KINE
KINE 438,Ind,2214,Adapted Physical Activity Fieldwork,,Prerequisite: KINE 307.,KINE
KINE 438,Ind,2218,Adapted Physical Activity Fieldwork,,Prerequisite: KINE 307.,KINE
KINE 438,Ind,2224,Adapted Physical Activity Fieldwork,,Prerequisite: KINE 307.,KINE
KINE 440,IND,2182,Physical Education Practicum,,,KINE
KINE 440,Ind,2184,Physical Education Practicum,,,KINE
KINE 440,Ind,2188,Physical Education Practicum,,,KINE
KINE 440,Ind,2194,Physical Education Practicum,,,KINE
KINE 440,Ind,2198,Kinesiology/Public Health Practicum,,,KINE
KINE 440,Ind,2204,Kinesiology/Public Health Practicum,,,KINE
KINE 443,LEC,2182,Health Education for Teachers,,Prerequisite: Completion of GE Area B2 and D4. Junior standing or above.,KINE
KINE 443,Lec,2184,Health Education for Teachers,,Prerequisite: Completion of GE Area B2 and D4. Junior standing or above.,KINE
KINE 443,Lec,2188,Health Education for Teachers,,Prerequisite: Completion of GE Area B2 and D4. Junior standing or above.,KINE
KINE 443,Lec,2192,Health Education for Teachers,,Prerequisite: Completion of GE Area B2 and D4. Junior standing or above.,KINE
KINE 443,Lec,2194,Health Education for Teachers,,Prerequisite: Completion of GE Area B2 and D4. Junior standing or above.,KINE
KINE 443,Lec,2198,Health Education for Teachers,,Prerequisite: Completion of GE Area B2 and D4/E. Junior standing or above.,KINE
KINE 443,Lec,2204,Health Education for Teachers,,Prerequisite: Completion of GE Area B2 and D4/E. Junior standing or above.,KINE
KINE 443,Lec,2208,Health Education for Teachers,,Prerequisite: Completion of GE Area B2 and GE Area E (GE Area D4 for the 2017-19 or earlier catalogs). Junior standing or above.,KINE
KINE 445,LAB,2182,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,LEC,2182,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2184,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2188,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2192,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2194,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2198,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2202,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2204,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2208,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2212,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2218,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lab,2222,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2184,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2188,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2192,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2194,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2198,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2202,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2204,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2208,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2212,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2218,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 445,Lec,2222,Electrocardiography,,Prerequisite: KINE 303.,KINE
KINE 446,Lab,2184,Echocardiography,,Prerequisite: KINE 445.,KINE
KINE 446,Lab,2194,Echocardiography,,Prerequisite: KINE 445.,KINE
KINE 446,Lab,2224,Echocardiography,,Prerequisite: KINE 445.,KINE
KINE 446,Lec,2184,Echocardiography,,Prerequisite: KINE 445.,KINE
KINE 446,Lec,2194,Echocardiography,,Prerequisite: KINE 445.,KINE
KINE 446,Lec,2224,Echocardiography,,Prerequisite: KINE 445.,KINE
KINE 449,LAB,2182,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,LEC,2182,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lab,2184,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lab,2188,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lab,2192,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lab,2194,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lab,2198,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; KINE 445; and KINE 459.,KINE
KINE 449,Lab,2202,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; KINE 445; and KINE 459.,KINE
KINE 449,Lab,2204,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; KINE 445; and KINE 459.,KINE
KINE 449,Lab,2212,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; and KINE 445.,KINE
KINE 449,Lab,2214,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; and KINE 445.,KINE
KINE 449,Lab,2222,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; and KINE 445.,KINE
KINE 449,Lab,2224,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; and KINE 445.,KINE
KINE 449,Lec,2184,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lec,2188,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lec,2192,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lec,2194,Exercise Prescription and Leadership,,Prerequisite: KINE 230 and KINE 231; or KINE 330; or KINE 459; and KINE 304 and KINE 445.,KINE
KINE 449,Lec,2198,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; KINE 445; and KINE 459.,KINE
KINE 449,Lec,2202,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; KINE 445; and KINE 459.,KINE
KINE 449,Lec,2204,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; KINE 445; and KINE 459.,KINE
KINE 449,Lec,2212,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; and KINE 445.,KINE
KINE 449,Lec,2214,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; and KINE 445.,KINE
KINE 449,Lec,2222,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; and KINE 445.,KINE
KINE 449,Lec,2224,Exercise Prescription for Diseased and Special Populations,,Prerequisite: KINE 304; KINE 349; and KINE 445.,KINE
KINE 450,Lec,2184,Worksite and University Health Promotion Programs,,Prerequisite: one of the following: HLTH/KINE 250; HLTH/KINE 255; or HLTH/KINE 260; and KINE 266 or HLTH 334.,KINE
KINE 450,Lec,2194,Worksite and University Health Promotion Programs,,Prerequisite: one of the following: HLTH/KINE 250; HLTH/KINE 255; or HLTH/KINE 260; and KINE 266 or HLTH 334.,KINE
KINE 451,LEC,2182,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303.",KINE
KINE 451,Lec,2184,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303.",KINE
KINE 451,Lec,2188,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303.",KINE
KINE 451,Lec,2194,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303.",KINE
KINE 451,Lec,2196,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2198,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2202,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2204,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2208,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2212,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2214,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2218,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2222,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 451,Lec,2224,Nutrition for Fitness and Sport,,"Prerequisite: KINE 250, KINE 255 or KINE 260; KINE 303; and KINE 319.",KINE
KINE 452,LAB,2182,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,LEC,2182,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,Lab,2184,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,Lab,2188,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,Lab,2192,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,Lab,2194,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,Lec,2184,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,Lec,2188,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,Lec,2192,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 452,Lec,2194,Exercise Testing and Prescription for Fitness Specialists,,Prerequisite: KINE 303.,KINE
KINE 453,ACT,2182,Obesity Prevention and Treatment,,Prerequisite: FSN 210 or KINE 451; and one of the following: HLTH/KINE 298; KINE 304; or FSN 310,KINE
KINE 453,Act,2192,Obesity Prevention and Treatment,,Prerequisite: FSN 210 or KINE 451; and one of the following: HLTH/KINE 298; KINE 304; or FSN 310,KINE
KINE 453,LEC,2182,Obesity Prevention and Treatment,,Prerequisite: FSN 210 or KINE 451; and one of the following: HLTH/KINE 298; KINE 304; or FSN 310,KINE
KINE 453,Lec,2192,Obesity Prevention and Treatment,,Prerequisite: FSN 210 or KINE 451; and one of the following: HLTH/KINE 298; KINE 304; or FSN 310,KINE
KINE 454,Lec,2194,Exercise Metabolism,,Prerequisite: KINE 303; CHEM 216 or CHEM 312.,KINE
KINE 454,Lec,2204,Exercise Metabolism,,Prerequisite: KINE 303; KINE 319; and CHEM 216 or CHEM 312.,KINE
KINE 454,Lec,2212,Exercise Metabolism,,Prerequisite: KINE 303; KINE 319; and CHEM 216 or CHEM 312.,KINE
KINE 454,Lec,2214,Exercise Metabolism,,Prerequisite: KINE 303; KINE 319; and CHEM 216 or CHEM 312.,KINE
KINE 454,Lec,2218,Exercise Metabolism,,Prerequisite: KINE 303; KINE 319; and CHEM 216 or CHEM 312.,KINE
KINE 454,Lec,2222,Exercise Metabolism,,Prerequisite: KINE 303; KINE 319; and CHEM 216 or CHEM 312.,KINE
KINE 459,ACT,2182,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Act,2184,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Act,2188,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Act,2192,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Act,2194,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Act,2198,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Act,2202,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Act,2204,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Act,2208,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Act,2212,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Act,2214,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Act,2218,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Act,2222,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Act,2224,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,LEC,2182,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Lec,2184,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Lec,2188,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Lec,2192,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Lec,2194,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 402.,KINE
KINE 459,Lec,2198,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Lec,2202,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Lec,2204,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Lec,2208,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Lec,2212,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Lec,2214,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Lec,2218,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Lec,2222,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 459,Lec,2224,Personal and Group Fitness Instruction,,Prerequisite: KINE 301; KINE 303; and KINE 312.,KINE
KINE 460,IND,2182,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460,Ind,2184,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460,Ind,2188,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460,Ind,2192,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460,Ind,2194,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460,Ind,2198,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460,Ind,2202,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460,Ind,2204,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460,Ind,2208,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with grades of C- or better; and senior standing.,KINE
KINE 460,Ind,2212,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with grades of C- or better; and senior standing.,KINE
KINE 460,Ind,2214,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with grades of C- or better; and senior standing.,KINE
KINE 460,Ind,2218,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with grades of C- or better; and senior standing.,KINE
KINE 460,Ind,2222,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with grades of C- or better; and senior standing.,KINE
KINE 460,Ind,2224,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with grades of C- or better; and senior standing.,KINE
KINE 460 5W1,Ind,2186,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 460 5W1,Ind,2196,Experiential Senior Project,,Prerequisite: KINE 319; completion of GE Area A with a grade of C- or better; and senior standing.,KINE
KINE 461,IND,2182,Senior Project Report,,Prerequisite: KINE 319 and completion of GE Area A with a grade of C- or better.,KINE
KINE 461,Ind,2184,Senior Project Report,,Prerequisite: KINE 319 and completion of GE Area A with a grade of C- or better.,KINE
