Name,Section,Id,Term,Type,Days,Start Time,End Time,Instructor,Location,Enrollment Capacity,Enrollment Count,Waitlist Count,Drop Count,Id.1,Term.1 
KINE 152,3.0,8907,2222,Act,MW,03:10 PM,04:00 PM,"Newel, C",042-V,24.0,11.0,0.0,0.0,,
KINE 152,4.0,8908,2222,Act,TR,03:10 PM,04:00 PM,"Rydberg, N",042-V,24.0,7.0,0.0,0.0,,
KINE 152 /0,5.0,8909,2222,Act,F,02:10 PM,04:00 PM,,042-V,24.0,22.0,0.0,2.0,,
KINE 154 /0,5.0,****,2208,Act,,,,,,0.0,0.0,0.0,1.0,,
KINE 154 /0,7.0,****,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 154 /0,1.0,****,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 154 /0,5.0,****,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 154 /0,1.0,4222,2224,Act,,,,,,30.0,,,,,
KINE 154 /0,2.0,4223,2224,Act,,,,,,30.0,,,,,
KINE 154,1.0,4665,2214,Act,,,,"Goughnour, A",,30.0,29.0,0.0,20.0,,
KINE 154,2.0,4666,2214,Act,,,,"Goughnour, A",,30.0,29.0,0.0,12.0,,
KINE 154,1.0,5134,2222,Act,MW,08:10 AM,09:00 AM,"Borgard, C",043-0224,24.0,24.0,2.0,4.0,,
KINE 154,2.0,5135,2222,Act,MW,09:10 AM,10:00 AM,"Borgard, C",043-0224,24.0,24.0,4.0,4.0,,
KINE 154,2.0,5259,2218,Act,MW,09:10 AM,10:00 AM,"Borgard, C",043-0224,24.0,20.0,0.0,20.0,,
KINE 154,1.0,5781,2212,Act,,,,"Goughnour, A",,40.0,31.0,0.0,33.0,,
KINE 154,2.0,5782,2212,Act,,,,"Goughnour, A",,40.0,26.0,0.0,8.0,,
KINE 154,1.0,5919,2208,Act,,,,"Goughnour, A",,25.0,25.0,0.0,10.0,,
KINE 154,2.0,5920,2208,Act,,,,"Goughnour, A",,25.0,17.0,0.0,8.0,,
KINE 154 /0,3.0,6223,2208,Act,,,,,,0.0,0.0,0.0,3.0,,
KINE 154 /0,4.0,6224,2208,Act,,,,,,0.0,0.0,0.0,7.0,,
KINE 154 /0,6.0,6523,2208,Act,,,,,,0.0,0.0,0.0,3.0,,
KINE 154 /0,8.0,7564,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 154 /0,3.0,7633,2224,Act,,,,,,30.0,,,,,
KINE 154 /0,4.0,7688,2224,Act,,,,,,30.0,,,,,
KINE 154,3.0,8895,2218,Act,MW,10:10 AM,11:00 AM,"Streder, K",043-0224,24.0,24.0,0.0,11.0,,
KINE 154,4.0,8896,2218,Act,MW,11:10 AM,12:00 PM,"Streder, K",043-0224,24.0,21.0,0.0,16.0,,
KINE 154,6.0,8898,2218,Act,TR,09:10 AM,10:00 AM,"Borgard, C",043-0224,24.0,19.0,1.0,24.0,,
KINE 154,7.0,8899,2218,Act,TR,10:10 AM,11:00 AM,"Avrit, D",043-0224,24.0,23.0,0.0,20.0,,
KINE 154 /0,3.0,8910,2222,Act,MW,10:10 AM,11:00 AM,,043-0224,24.0,24.0,3.0,0.0,,
KINE 154 /0,4.0,8911,2222,Act,MW,11:10 AM,12:00 PM,,043-0224,24.0,23.0,2.0,1.0,,
KINE 154 /0,5.0,8912,2222,Act,TR,08:10 AM,09:00 AM,,043-0224,24.0,24.0,1.0,5.0,,
KINE 154,6.0,8913,2222,Act,TR,09:10 AM,10:00 AM,"Borgard, C",043-0224,24.0,23.0,2.0,6.0,,
KINE 154,7.0,8914,2222,Act,TR,10:10 AM,11:00 AM,"Borgard, C",043-0224,24.0,24.0,2.0,5.0,,
KINE 154,8.0,8915,2222,Act,TR,11:10 AM,12:00 PM,"Borgard, C",043-0224,24.0,24.0,6.0,2.0,,
KINE 154,8.0,9183,2218,Act,TR,11:10 AM,12:00 PM,"O'Hara, C",043-0224,24.0,24.0,1.0,12.0,,
KINE 154 /0,9.0,9306,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 154 /0,10.0,9307,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 154,3.0,9393,2214,Act,,,,"Holton, J",,30.0,24.0,0.0,9.0,,
KINE 154,4.0,9454,2214,Act,,,,"Goughnour, A",,30.0,22.0,0.0,10.0,,
KINE 154 /0,11.0,9586,2208,Act,,,,,,0.0,0.0,0.0,1.0,,
KINE 154 /0,12.0,9587,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 154 /0,13.0,9588,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 154 /0,14.0,9589,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 176 /0,2.0,****,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 176 /0,3.0,****,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 176 /0,1.0,4782,2224,Act,,,,,,30.0,,,,,
KINE 176 /0,2.0,5122,2224,Act,,,,,,30.0,,,,,
KINE 176,1.0,5393,2214,Act,,,,"Holton, J",,30.0,32.0,1.0,20.0,,
KINE 176,2.0,5918,2214,Act,,,,"Goughnour, A",,30.0,30.0,0.0,15.0,,
KINE 176 /0,1.0,6295,2222,Act,MW,10:10 AM,11:00 AM,,042-000U,24.0,12.0,0.0,0.0,,
KINE 176 /0,2.0,6296,2222,Act,TR,09:10 AM,10:00 AM,,042-000U,0.0,0.0,0.0,0.0,,
KINE 176,1.0,6457,2218,Act,,,,"Hall, G",,24.0,13.0,0.0,4.0,,
KINE 176,1.0,7426,2212,Act,,,,"Holton, J",,40.0,39.0,0.0,27.0,,
KINE 176,2.0,7427,2212,Act,,,,"Goughnour, A",,40.0,31.0,0.0,5.0,,
KINE 176,1.0,7565,2208,Act,,,,"Holton, J",,30.0,30.0,0.0,7.0,,
KINE 176 /0,2.0,7566,2208,Act,,,,,,0.0,0.0,0.0,6.0,,
KINE 176 /0,3.0,7634,2224,Act,,,,,,30.0,,,,,
KINE 176 /0,4.0,7689,2224,Act,,,,,,30.0,,,,,
KINE 176,4.0,8853,2218,Act,,,,"Hall, G",,24.0,6.0,0.0,6.0,,
KINE 176,5.0,8854,2218,Act,,,,"Hall, G",,24.0,24.0,0.0,11.0,,
KINE 176 /0,3.0,8882,2222,Act,TR,12:10 PM,01:00 PM,,042-000U,24.0,4.0,0.0,1.0,,
KINE 176,3.0,9308,2208,Act,,,,"Hall, G",,30.0,13.0,0.0,8.0,,
KINE 176 /0,4.0,9309,2208,Act,,,,,,0.0,0.0,0.0,2.0,,
KINE 176 /0,5.0,9310,2208,Act,,,,,,0.0,0.0,0.0,1.0,,
KINE 176,3.0,9394,2214,Act,,,,"Holton, J",,30.0,31.0,0.0,7.0,,
KINE 176,4.0,9455,2214,Act,,,,"Holton, J",,30.0,30.0,0.0,5.0,,
KINE 176 /0,6.0,9833,2208,Act,,,,,,0.0,0.0,0.0,6.0,,
KINE 176 /0,7.0,9834,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 180,1.0,6540,2222,Lec,TR,12:10 PM,01:00 PM,"Avrit, D",053-0201,40.0,34.0,1.0,2.0,,
KINE 180,1.0,7483,2218,Lec,TR,02:10 PM,03:00 PM,"Avrit, D",042-0205E,40.0,46.0,3.0,5.0,,
KINE 180,1.0,7806,2212,Lec,TR,02:10 PM,03:00 PM,"Avrit, D",999,50.0,49.0,0.0,5.0,,
KINE 180,1.0,9338,2208,Lec,TR,02:10 PM,03:00 PM,"Avrit, D",999,40.0,43.0,10.0,9.0,,
KINE 181 /0,5.0,****,2208,Lec,,,,,,0.0,0.0,0.0,0.0,,
KINE 181 /0,6.0,****,2208,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 181 /0,5.0,****,2212,Lec,,,,,,0.0,0.0,0.0,0.0,,
KINE 181 /0,6.0,****,2212,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 181 /0,1.0,****,2218,Lec,,,,,,0.0,0.0,0.0,0.0,,
KINE 181 /0,2.0,****,2218,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 181,1.0,****,2222,Lec,M,06:10 PM,07:00 PM,"Meyer, W",043A-0150,30.0,0.0,0.0,0.0,,
KINE 181,2.0,****,2222,Act,M,07:10 PM,09:00 PM,"Meyer, W",043A-0150,30.0,0.0,0.0,0.0,,
KINE 181 /0,7.0,****,2222,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 181,1.0,****,2224,Lec,M,06:10 PM,07:00 PM,"Meyer, W",043A-0150,24.0,,,,,
KINE 181,2.0,****,2224,Act,M,07:10 PM,09:00 PM,"Meyer, W",043A-0150,24.0,,,,,
KINE 181,3.0,2348,2224,Lec,T,06:10 PM,07:00 PM,"Meyer, W",043A-0150,24.0,,,,,
KINE 181,1.0,2367,2212,Lec,M,06:10 PM,07:00 PM,"Meyer, W",999,30.0,27.0,0.0,20.0,,
KINE 181,3.0,2469,2214,Lec,T,05:10 PM,06:00 PM,"Hall, G",999,30.0,24.0,0.0,23.0,,
KINE 181,2.0,2564,2208,Act,M,06:10 PM,08:00 PM,"Meyer, W",999,35.0,15.0,0.0,20.0,,
KINE 181,2.0,2566,2212,Act,M,07:10 PM,09:00 PM,"Meyer, W",999,30.0,27.0,0.0,20.0,,
KINE 181,1.0,3326,2214,Lec,M,06:10 PM,07:00 PM,"Meyer, W",999,30.0,29.0,0.0,12.0,,
KINE 181,2.0,3327,2214,Act,M,07:10 PM,09:00 PM,"Meyer, W",999,30.0,29.0,0.0,12.0,,
KINE 181,3.0,3472,2222,Lec,T,05:10 PM,06:00 PM,"Meyer, W",043A-0150,30.0,30.0,11.0,7.0,,
KINE 181,3.0,3767,2212,Lec,T,05:10 PM,06:00 PM,"Hall, G",999,30.0,28.0,0.0,16.0,,
KINE 181,4.0,5292,2224,Act,T,07:10 PM,09:00 PM,"Meyer, W",043A-0150,24.0,,,,,
KINE 181,5.0,6009,2224,Lec,W,06:10 PM,07:00 PM,"Hall, G",043A-0150,24.0,,,,,
KINE 181,6.0,6010,2224,Act,W,07:10 PM,09:00 PM,"Hall, G",043A-0150,24.0,,,,,
KINE 181,4.0,6153,2214,Act,T,06:10 PM,08:00 PM,"Hall, G",999,30.0,24.0,0.0,23.0,,
KINE 181,4.0,6300,2222,Act,T,06:10 PM,08:00 PM,"Meyer, W",043A-0150,30.0,30.0,11.0,7.0,,
KINE 181,3.0,6495,2218,Lec,T,05:10 PM,06:00 PM,"Meyer, W",043A-0150,35.0,16.0,0.0,33.0,,
KINE 181,4.0,6496,2218,Act,T,06:10 PM,08:00 PM,"Meyer, W",043A-0150,35.0,16.0,0.0,33.0,,
KINE 181,5.0,7143,2214,Lec,W,06:10 PM,07:00 PM,"Meyer, W",999,30.0,24.0,0.0,18.0,,
KINE 181,6.0,7144,2214,Act,W,07:10 PM,09:00 PM,"Meyer, W",999,30.0,24.0,0.0,18.0,,
KINE 181,4.0,7431,2212,Act,T,06:10 PM,08:00 PM,"Hall, G",999,30.0,28.0,0.0,16.0,,
KINE 181,1.0,7500,2208,Lec,M,05:10 PM,06:00 PM,"Meyer, W",999,35.0,15.0,0.0,20.0,,
KINE 181,3.0,7641,2208,Lec,T,05:10 PM,06:00 PM,"Meyer, W",999,35.0,12.0,0.0,10.0,,
KINE 181,4.0,7642,2208,Act,T,06:10 PM,08:00 PM,"Meyer, W",999,30.0,12.0,0.0,10.0,,
KINE 181,5.0,8902,2218,Lec,,,,"Hall, G",,35.0,31.0,0.0,27.0,,
KINE 181,6.0,8903,2218,Act,,,,"Hall, G",,35.0,31.0,0.0,27.0,,
KINE 181,5.0,8916,2222,Lec,,,,"Hall, G",,30.0,30.0,4.0,2.0,,
KINE 181,6.0,9631,2222,Act,,,,"Hall, G",,30.0,30.0,4.0,2.0,,
KINE 201,3.0,10125,2208,Ind,,,,"Thomas, J",,10.0,1.0,0.0,0.0,,
KINE 201,4.0,10128,2208,Ind,,,,"Hagobian, T",,10.0,0.0,0.0,0.0,,
KINE 201,1.0,6284,2222,Ind,,,,"Thomas, J",,6.0,0.0,0.0,0.0,,
KINE 201,5.0,6285,2222,Ind,,,,"Greever, C",,6.0,0.0,0.0,0.0,,
KINE 201,2.0,6286,2222,Ind,,,,"Maurice, S",,6.0,0.0,0.0,0.0,,
KINE 201,3.0,6287,2222,Ind,,,,"Keadle, S",,6.0,0.0,0.0,0.0,,
KINE 201,1.0,6329,2224,Ind,,,,"Greever, C",,10.0,,,,,
KINE 201,2.0,6330,2224,Ind,,,,"Keadle, S",,10.0,,,,,
KINE 201,3.0,6331,2224,Ind,,,,"Maurice, S",,10.0,,,,,
KINE 201,4.0,6332,2224,Ind,,,,"Thomas, J",,10.0,,,,,
KINE 201,1.0,6697,2218,Ind,,,,"Maurice, S",,10.0,0.0,0.0,0.0,,
KINE 201,1.0,7402,2212,Ind,,,,"Thomas, J",,6.0,4.0,0.0,1.0,,
KINE 201 /0,4.0,7403,2212,Ind,,,,,,0.0,0.0,0.0,0.0,,
KINE 201,5.0,7404,2212,Ind,,,,"Greever, C",,6.0,1.0,0.0,0.0,,
KINE 201,2.0,7405,2212,Ind,,,,"Maurice, S",,6.0,0.0,0.0,0.0,,
KINE 201,3.0,7406,2212,Ind,,,,"Keadle, S",,6.0,1.0,0.0,0.0,,
KINE 201,1.0,7734,2214,Ind,,,,"Greever, C",,10.0,1.0,0.0,0.0,,
KINE 201,2.0,7735,2214,Ind,,,,"Keadle, S",,10.0,1.0,0.0,0.0,,
KINE 201,3.0,7736,2214,Ind,,,,"Maurice, S",,10.0,0.0,0.0,0.0,,
KINE 201,4.0,7737,2214,Ind,,,,"Thomas, J",,10.0,5.0,0.0,0.0,,
KINE 201,2.0,7950,2218,Ind,,,,"Greever, C",,10.0,0.0,0.0,0.0,,
KINE 201,1.0,7989,2208,Ind,,,,"Maurice, S",,10.0,0.0,0.0,1.0,,
KINE 201,3.0,8067,2218,Ind,,,,"Thomas, J",,10.0,1.0,0.0,0.0,,
KINE 201,4.0,8070,2218,Ind,,,,"Hagobian, T",,10.0,0.0,0.0,0.0,,
KINE 201,2.0,9983,2208,Ind,,,,"Greever, C",,10.0,1.0,0.0,0.0,,
KINE 266,1.0,3056,2214,Lec,,,,"Johnson, C",,48.0,45.0,3.0,13.0,,
KINE 266,1.0,3157,2218,Lec,F,12:10 PM,02:00 PM,"Maurice, S",999,60.0,60.0,0.0,4.0,,
KINE 280 /0,1.0,****,2214,Act,,,,,,0.0,0.0,0.0,0.0,,
KINE 280 /0,1.0,****,2218,Act,,,,,,6.0,0.0,0.0,0.0,,
KINE 301 /0,2.0,****,2208,Lec,,,,,,0.0,0.0,0.0,0.0,,
KINE 301 /0,1.0,****,2218,Lec,,,,,,0.0,0.0,0.0,0.0,,
KINE 301,1.0,2849,2224,Lec,TR,08:10 AM,09:30 AM,"Clark, R",999,40.0,,,,,
KINE 301,1.0,3057,2214,Lec,TR,08:10 AM,09:30 AM,"Clark, R",999,40.0,34.0,0.0,3.0,,
KINE 301,1.0,4323,2222,Lec,TR,08:10 AM,09:30 AM,"Clark, R",043A-0150,40.0,23.0,2.0,0.0,,
KINE 301,1.0,4753,2212,Lec,TR,08:10 AM,09:30 AM,"Clark, R",999,40.0,29.0,0.0,6.0,,
KINE 301,1.0,4876,2208,Lec,TR,08:10 AM,09:30 AM,"Clark, R",999,38.0,23.0,0.0,5.0,,
KINE 301,2.0,8845,2218,Lec,TR,03:10 PM,04:30 PM,"Clark, R",043A-0150,40.0,23.0,0.0,4.0,,
KINE 303 /0,5.0,****,2208,Lab,,,,,,0.0,0.0,0.0,0.0,,
KINE P303 COP,1.0,****,2208,Lec,F,02:10 PM,03:00 PM,"Greever, C",,45.0,1.0,0.0,0.0,,
KINE P303 COP,4.0,****,2208,Lab,,,,"Holton, J",,15.0,1.0,0.0,0.0,,
KINE 303 /0,4.0,****,2214,Lab,,,,,,0.0,0.0,0.0,0.0,,
KINE 303 /0,5.0,****,2218,Lab,,,,,,0.0,0.0,0.0,0.0,,
KINE 303,4.0,****,2222,Lab,T,06:10 PM,09:00 PM,"Greever, C",043A-0250,16.0,0.0,0.0,0.0,,
KINE 303,4.0,****,2224,Lab,R,08:10 AM,11:00 AM,"Greever, C",043A-0250,15.0,,,,,
KINE 303,1.0,1601,2222,Lec,MWF,11:10 AM,12:00 PM,"Greever, C",002-0212,48.0,19.0,1.0,0.0,,
KINE 303,1.0,1621,2218,Lec,MWF,02:10 PM,03:00 PM,"Greever, C",042-0205E,60.0,40.0,3.0,8.0,,
KINE 303,2.0,1622,2218,Lab,M,03:10 PM,06:00 PM,"Greever, C",043A-0250,15.0,15.0,1.0,6.0,,
KINE 303,3.0,1623,2218,Lab,T,03:10 PM,06:00 PM,"Clegg, D",043A-0250,15.0,14.0,1.0,5.0,,
KINE 303,1.0,1647,2208,Lec,F,02:10 PM,03:00 PM,"Greever, C",999,54.0,47.0,0.0,3.0,,
KINE 303,2.0,1648,2208,Lab,,,,"Greever, C",,18.0,17.0,0.0,5.0,,
KINE 303,3.0,1649,2208,Lab,,,,"Holton, J",,18.0,17.0,0.0,2.0,,
KINE 303,1.0,1679,2212,Lec,F,11:10 AM,12:00 PM,"Greever, C",999,40.0,24.0,0.0,4.0,,
KINE 303 /0,1.0,2071,2216,Lec,,,,,,0.0,0.0,0.0,4.0,,
KINE 303 /0,2.0,2072,2216,Lab,,,,,,0.0,0.0,0.0,4.0,,
KINE 303,2.0,2125,2224,Lab,M,12:10 PM,03:00 PM,"Greever, C",043A-0250,15.0,,,,,
KINE 303,2.0,2199,2214,Lab,M,12:10 PM,01:00 PM,"Greever, C",999,18.0,17.0,0.0,1.0,,
KINE 303,1.0,2332,2224,Lec,MWF,11:10 AM,12:00 PM,"Greever, C",186-C202,30.0,,,,,
KINE 303,1.0,2442,2214,Lec,F,11:10 AM,12:00 PM,"Greever, C",999,36.0,24.0,0.0,5.0,,
KINE 303,2.0,2556,2212,Lab,M,12:10 PM,01:00 PM,"Greever, C",999,20.0,10.0,0.0,1.0,,
KINE 303,3.0,2771,2224,Lab,W,12:10 PM,03:00 PM,"Greever, C",043A-0250,15.0,,,,,
KINE 303,3.0,2973,2214,Lab,W,12:10 PM,01:00 PM,"Greever, C",999,18.0,7.0,0.0,5.0,,
KINE 303,4.0,3433,2218,Lab,W,08:10 AM,11:00 AM,"Greever, C",043A-0250,15.0,11.0,1.0,1.0,,
KINE 303,4.0,3706,2208,Lab,,,,"Holton, J",,18.0,13.0,0.0,1.0,,
KINE 303,3.0,3790,2212,Lab,W,12:10 PM,01:00 PM,"Holton, J",999,20.0,14.0,0.0,1.0,,
KINE 303,2.0,8919,2222,Lab,M,03:10 PM,06:00 PM,"Greever, C",043A-0250,16.0,9.0,0.0,1.0,,
KINE 303,3.0,8920,2222,Lab,W,03:10 PM,06:00 PM,"Greever, C",043A-0250,16.0,10.0,1.0,0.0,,
KINE 303 /0,4.0,9520,2212,Lab,,,,,,0.0,0.0,0.0,5.0,,
KINE 304 5W1 /0,1.0,2070,2216,Lec,,,,,,0.0,0.0,0.0,5.0,,
KINE 304,1.0,2425,2218,Lec,TR,04:40 PM,06:00 PM,"Davis, S",010-0111,36.0,14.0,0.0,2.0,,
KINE 304,1.0,2527,2208,Lec,,,,"Davis, S",,36.0,31.0,0.0,2.0,,
KINE 304,1.0,2747,2222,Lec,MW,05:40 PM,07:00 PM,"Davis, S",002-0212,40.0,29.0,0.0,0.0,,
KINE 304,1.0,2951,2212,Lec,,,,"Davis, S",,40.0,30.0,0.0,2.0,,
KINE 304,1.0,6014,2224,Lec,MW,04:10 PM,05:30 PM,"Davis, S",002-0213,36.0,,,,,
KINE 304,1.0,7151,2214,Lec,,,,"Davis, S",,40.0,25.0,0.0,3.0,,
KINE 308,1.0,5103,2218,Lec,MWF,09:10 AM,10:00 AM,"Hagobian, N",005-0100,40.0,24.0,0.0,4.0,,
KINE 308,1.0,5725,2208,Lec,,,,"Johnson, C",,40.0,24.0,0.0,6.0,,
KINE 308,1.0,9286,2212,Lec,,,,"Johnson, C",,30.0,23.0,0.0,5.0,,
KINE 310,1.0,2786,2224,Lec,W,08:10 AM,10:00 AM,"Avrit, D",002-0212,35.0,,,,,
KINE 310,2.0,2787,2224,Act,F,08:10 AM,10:00 AM,"Avrit, D",043-0200B,35.0,,,,,
KINE 310,1.0,2990,2214,Lec,W,08:10 AM,10:00 AM,"Avrit, D",999,15.0,15.0,0.0,6.0,,
KINE 310,2.0,2991,2214,Act,F,08:10 AM,10:00 AM,"Avrit, D",043-0200B,15.0,15.0,0.0,6.0,,
KINE 310,1.0,3328,2222,Lec,W,08:10 AM,10:00 AM,"Avrit, D",005-0226,30.0,30.0,10.0,0.0,,
KINE 310,2.0,3329,2222,Act,F,08:10 AM,10:00 AM,"Avrit, D",043-0200B,30.0,30.0,10.0,0.0,,
KINE 310,1.0,3588,2212,Lec,W,08:10 AM,10:00 AM,"Avrit, D",999,15.0,33.0,0.0,6.0,,
KINE 310,2.0,3589,2212,Act,F,08:10 AM,10:00 AM,"Avrit, D",042-000U,15.0,33.0,0.0,6.0,,
KINE 310,1.0,6479,2218,Lec,W,08:10 AM,10:00 AM,"Avrit, D",186-C202,44.0,37.0,0.0,11.0,,
KINE 310,2.0,6480,2218,Act,F,08:10 AM,10:00 AM,"Avrit, D",043-0100,22.0,20.0,0.0,8.0,,
KINE 310,1.0,7605,2208,Lec,W,08:10 AM,10:00 AM,"Avrit, D",999,30.0,27.0,0.0,10.0,,
KINE 310,2.0,7606,2208,Act,F,08:10 AM,10:00 AM,"Avrit, D",042-000U,35.0,27.0,0.0,10.0,,
KINE 310,3.0,8905,2218,Act,F,10:10 AM,12:00 PM,"Avrit, D",043-0200B,22.0,17.0,0.0,5.0,,
KINE 312,1.0,1613,2222,Lec,TR,12:10 PM,01:30 PM,"Hall, K",052-0E27,54.0,30.0,2.0,3.0,,
KINE 312 ,2.0,1614,2222,Act,M,12:10 PM,02:00 PM,"Streder, K",043A-0150,18.0,18.0,1.0,2.0,,
KINE 312,1.0,1634,2218,Lec,TR,12:10 PM,01:30 PM,"Hall, K",038-0121,48.0,43.0,0.0,15.0,,
KINE 312 ,2.0,1635,2218,Act,W,12:10 PM,02:00 PM,"Streder, K",043A-0150,16.0,17.0,0.0,7.0,,
KINE 312,1.0,1660,2208,Lec,TR,12:10 PM,01:30 PM,"Hall, K",999,48.0,32.0,0.0,4.0,,
KINE 312,2.0,1661,2208,Act,W,12:10 PM,02:00 PM,"Holton, J",999,16.0,12.0,0.0,4.0,,
KINE 312,1.0,1691,2212,Lec,TR,12:10 PM,01:30 PM,"Hall, K",999,48.0,24.0,0.0,8.0,,
KINE 312,2.0,1692,2212,Act,T,10:10 AM,12:00 PM,"Holton, J",999,24.0,17.0,0.0,7.0,,
KINE 312 ,4.0,3648,2218,Act,F,10:10 AM,12:00 PM,"Streder, K",043A-0150,16.0,10.0,0.0,5.0,,
KINE 312,3.0,3877,2218,Act,R,05:10 PM,07:00 PM,"Hall, K",043A-0150,16.0,16.0,0.0,6.0,,
KINE 312,4.0,3956,2208,Act,F,10:10 AM,12:00 PM,"Holton, J",999,16.0,8.0,0.0,1.0,,
KINE 312,3.0,4217,2208,Act,R,04:10 PM,06:00 PM,"Holton, J",999,16.0,12.0,0.0,3.0,,
KINE 312,3.0,4357,2222,Act,T,02:10 PM,04:00 PM,"Borgard, C",043A-0150,18.0,8.0,0.0,1.0,,
KINE 312,3.0,4799,2212,Act,F,08:10 AM,10:00 AM,"Holton, J",999,24.0,7.0,0.0,2.0,,
KINE 312 ,4.0,8927,2222,Act,R,02:10 PM,04:00 PM,"Borgard, C",043A-0150,18.0,4.0,1.0,1.0,,
KINE 319 /0,4.0,****,2208,Lab,,,,,,0.0,0.0,0.0,0.0,,
KINE 319 /0,2.0,****,2212,Lab,,,,,,0.0,0.0,0.0,0.0,,
KINE 319,3.0,****,2222,Lab,R,12:10 PM,03:00 PM,"O'Hara, C",043A-0261,0.0,0.0,0.0,0.0,,
KINE 319,1.0,1605,2222,Lec,MW,04:10 PM,05:30 PM,"Keadle, S",186-C202,32.0,17.0,1.0,1.0,,
KINE 319,1.0,1626,2218,Lec,MW,11:10 AM,12:00 PM,"Keadle, S",010-0227,54.0,44.0,0.0,7.0,,
KINE 319,1.0,1652,2208,Lec,M,11:10 AM,12:00 PM,"Keadle, S",999,42.0,42.0,2.0,6.0,,
KINE 319,1.0,1683,2212,Lec,M,01:10 PM,02:00 PM,"Keadle, S",999,40.0,33.0,0.0,5.0,,
KINE 319,2.0,3114,2218,Lab,M,03:10 PM,06:00 PM,"O'Hara, C",043A-0261,18.0,17.0,0.0,5.0,,
KINE 319,2.0,3341,2208,Lab,M,03:10 PM,06:00 PM,"O'Hara, C",999,24.0,23.0,1.0,4.0,,
KINE 319,3.0,4603,2218,Lab,W,12:10 PM,03:00 PM,"O'Hara, C",043A-0261,18.0,12.0,0.0,4.0,,
KINE 319,3.0,5106,2208,Lab,W,03:10 PM,06:00 PM,"O'Hara, C",999,24.0,19.0,1.0,5.0,,
KINE 319,3.0,5785,2212,Lab,T,03:10 PM,06:00 PM,"O'Hara, C",999,20.0,19.0,0.0,4.0,,
KINE 319,4.0,8906,2218,Lab,R,03:10 PM,06:00 PM,"O'Hara, C",043A-0261,18.0,15.0,0.0,2.0,,
KINE 319,2.0,8924,2222,Lab,T,08:10 AM,11:00 AM,"O'Hara, C",043A-0261,16.0,11.0,1.0,0.0,,
KINE 319,4.0,8926,2222,Lab,R,08:10 AM,11:00 AM,"O'Hara, C",043A-0261,16.0,6.0,0.0,1.0,,
KINE 319,4.0,9288,2212,Lab,R,12:10 PM,03:00 PM,"O'Hara, C",999,20.0,14.0,0.0,1.0,,
KINE P323 COP,82.0,****,2188,Lec,,,,"Hagobian, N",,35.0,0.0,0.0,1.0,,
KINE P323 COP,81.0,****,2192,Lec,,,,"Hagobian, N",,35.0,1.0,0.0,0.0,,
KINE P323 COP,80.0,****,2194,Lec,,,,"Hagobian, N",,35.0,0.0,0.0,0.0,,
KINE P323 COP,82.0,****,2194,Lec,,,,"Hagobian, N",,35.0,1.0,0.0,0.0,,
KINE P323 COP,81.0,****,2204,Lec,,,,"Hagobian, N",,35.0,1.0,0.0,0.0,,
KINE 323 /0,5.0,****,2218,Lec,,,,,,0.0,0.0,0.0,0.0,,
KINE 323,4.0,****,2224,Lec,,,,"Johnson, C",,40.0,,,,,
KINE 323,83.0,10081,2204,Lec,,,,"Hagobian, N",,40.0,37.0,1.0,17.0,,
KINE 323,80.0,1606,2222,Lec,,,,"Hagobian, N",,40.0,40.0,11.0,6.0,,
KINE 323,80.0,1684,2212,Lec,,,,"Hagobian, N",,35.0,34.0,0.0,18.0,,
KINE 323 5W1,80.0,1690,2196,Lec,,,,"Hagobian, N",,35.0,32.0,0.0,24.0,,
KINE 323,80.0,1702,2202,Lec,,,,"Hagobian, N",,35.0,31.0,6.0,24.0,,
KINE 323 5W1,80.0,1718,2206,Lec,,,,"Hagobian, N",,35.0,30.0,1.0,22.0,,
KINE 323,80.0,1728,2192,Lec,,,,"Hagobian, N",,35.0,32.0,4.0,27.0,,
KINE 323 5W2,1.0,2157,2216,Lec,,,,"Maurice, S",,35.0,30.0,1.0,21.0,,
KINE 323,2.0,2757,2218,Lec,,,,"Hagobian, N",,48.0,42.0,0.0,29.0,,
KINE 323,2.0,2945,2208,Lec,,,,"Hagobian, N",,35.0,33.0,0.0,11.0,,
KINE 323,80.0,2980,2198,Lec,,,,"Hagobian, N",,35.0,31.0,0.0,30.0,,
KINE 323,80.0,3068,2188,Lec,,,,"Hagobian, N",,35.0,29.0,0.0,32.0,,
KINE 323,2.0,3110,2224,Lec,,,,"Hagobian, N",,40.0,,,,,
